TITLE,PLAYER/CHARACTER,SERIAL NUMBER,SET,GRADE,GRADER,VARIANT,AUTOGRAPH,YEAR,LANGUAGE,PRICE,CATEGORY,OTHER META,MP4 URL,IMAGE URL,URL TO PRODUCT
2001 POKEMON NEO REVELATION 1ST EDITION HO-OH-HOLO (PSA MINT 9),HO-OH-HOLO,113822934,POKEMON NEO REVELATION 1ST EDITION,MINT 9,PSA,1ST ED-DOUBLE HOLO ERROR,No,2001,English,"$4,656.35",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/113822934.mp4,https://cdn.dripshop.live/dripnfts/slabs/113822934.jpg,https://www.dripshop.live/products/HAqXpcUAVlrN6w2N_U_Bl
2001 POKEMON NEO REVELATION 1ST EDITION SHINING MAGIKARP-HOLO (PSA NM-MT 8),SHINING MAGIKARP-HOLO,116341034,POKEMON NEO REVELATION 1ST EDITION,NM-MT 8,PSA,1ST ED-DOUBLE HOLO ERROR,No,2001,English,"$3,469.55",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/116341034.mp4,https://cdn.dripshop.live/dripnfts/slabs/116341034.jpg,https://www.dripshop.live/products/dlM8p-RYO9KFPLlaQbXMd
1999 POKEMON GERMAN BISAFLOR-HOLO (PSA GEM MT 10),BISAFLOR-HOLO,94300622,POKEMON GERMAN,GEM MT 10,PSA,1ST EDITION,No,1999,German,"$3,229.20",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/94300622.mp4,https://cdn.dripshop.live/dripnfts/slabs/94300622.jpg,https://www.dripshop.live/products/asfYGHrzpaaWz5GBWcqK_
2000 POKEMON GYM HEROES SABRINA'S GENGAR (PSA MINT 9),SABRINA'S GENGAR,117682553,POKEMON GYM HEROES,MINT 9,PSA,HOLO-1ST EDITION,No,2000,English,"$2,355.20",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/117682553.mp4,https://cdn.dripshop.live/dripnfts/slabs/117682553.jpg,https://www.dripshop.live/products/xclyA41zQzTcQMFbXowG2
2001 POKEMON NEO REVELATION 1ST EDITION HOUNDOOM-HOLO (PSA NM-MT 8),HOUNDOOM-HOLO,98079152,POKEMON NEO REVELATION 1ST EDITION,NM-MT 8,PSA,1ST ED-DOUBLE HOLO ERROR,No,2001,English,"$2,265.50",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/98079152.mp4,https://cdn.dripshop.live/dripnfts/slabs/98079152.jpg,https://www.dripshop.live/products/CUXhpwSPlXyb1H72eLpkX
2001 POKEMON NEO REVELATION 1ST EDITION HO-OH-HOLO (PSA NM-MT 8),HO-OH-HOLO,101158041,POKEMON NEO REVELATION 1ST EDITION,NM-MT 8,PSA,1ST ED-DOUBLE HOLO ERROR,No,2001,English,"$2,199.95",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/101158041.mp4,https://cdn.dripshop.live/dripnfts/slabs/101158041.jpg,https://www.dripshop.live/products/GcbXw_ESNQNlc-28eioP5
2001 POKEMON NEO REVELATION 1ST EDITION CELEBI-HOLO (PSA NM-MT 8),CELEBI-HOLO,101158044,POKEMON NEO REVELATION 1ST EDITION,NM-MT 8,PSA,1ST ED-DOUBLE HOLO ERROR,No,2001,English,"$2,163.15",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/101158044.mp4,https://cdn.dripshop.live/dripnfts/slabs/101158044.jpg,https://www.dripshop.live/products/lGj1suDs0EbpmEVP77pZm
1999 POKEMON GAME NINETALES-HOLO (PSA MINT 9),NINETALES-HOLO,52898675,POKEMON GAME,MINT 9,PSA,1ST EDITION,No,1999,English,"$2,037.80",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/52898675.mp4,https://cdn.dripshop.live/dripnfts/slabs/52898675.jpg,https://www.dripshop.live/products/_LMFs-lC4rWQBc3wkLr-h
2019 POKEMON SUN & MOON COSMIC ECLIPSE SOLGALEO & LUNALA GX (PSA GEM MT 10),SOLGALEO & LUNALA GX,100135775,POKEMON SUN & MOON COSMIC ECLIPSE,GEM MT 10,PSA,COSMIC ECLIPSE-FA,No,2019,English,"$2,022.85",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/100135775.mp4,https://cdn.dripshop.live/dripnfts/slabs/100135775.jpg,https://www.dripshop.live/products/RAAnry17yfVOl4aSnmrKd
2003 POKEMON AQUAPOLIS NIDOKING-HOLO (PSA MINT 9),NIDOKING-HOLO,115469657,POKEMON AQUAPOLIS,MINT 9,PSA,N/A,No,2003,English,"$1,668.65",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/115469657.mp4,https://cdn.dripshop.live/dripnfts/slabs/115469657.jpg,https://www.dripshop.live/products/tve7MHdP0E_s5Z9sJIv_m
2000 POKEMON NEO GENESIS 1ST EDITION LUGIA-HOLO (PSA NM 7),LUGIA-HOLO,118189560,POKEMON NEO GENESIS 1ST EDITION,NM 7,PSA,1ST EDITION,No,2000,English,"$1,569.75",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/118189560.mp4,https://cdn.dripshop.live/dripnfts/slabs/118189560.jpg,https://www.dripshop.live/products/8DyJ2p4zQqCzwMcrnItWG
1997 POKEMON JAPANESE JUNGLE VAPOREON-HOLO (PSA GEM MT 10),VAPOREON-HOLO,114040238,POKEMON JAPANESE JUNGLE,GEM MT 10,PSA,N/A,No,1997,Japanese,"$1,304.10",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/114040238.mp4,https://cdn.dripshop.live/dripnfts/slabs/114040238.jpg,https://www.dripshop.live/products/blB8hTgW2TEjRZkMwZISM
2002 POKEMON LEGENDARY COLLECTION SNORLAX-REV.FOIL (PSA MINT 9),SNORLAX-REV.FOIL,116982530,POKEMON LEGENDARY COLLECTION,MINT 9,PSA,LEGENDARY COLLECTION,No,2002,English,"$1,174.15",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/116982530.mp4,https://cdn.dripshop.live/dripnfts/slabs/116982530.jpg,https://www.dripshop.live/products/PreTMSPKIz-Fu7_xpOJvY
2022 POKEMON SWSH BLACK STAR PROMO SP.DELIVERY CHARIZARD (PSA GEM MT 10),SP.DELIVERY CHARIZARD,70996044,POKEMON SWSH BLACK STAR PROMO,GEM MT 10,PSA,POKEMON CENTER UK-HOLO,No,2022,English,"$1,086.75",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/70996044.mp4,https://cdn.dripshop.live/dripnfts/slabs/70996044.jpg,https://www.dripshop.live/products/SCb9EhBtJfOsdKZSOqtjN
1997 POKEMON JAPANESE FOSSIL DRAGONITE-HOLO (PSA GEM MT 10),DRAGONITE-HOLO,114506143,POKEMON JAPANESE FOSSIL,GEM MT 10,PSA,N/A,No,1997,Japanese,"$1,018.90",Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/114506143.mp4,https://cdn.dripshop.live/dripnfts/slabs/114506143.jpg,https://www.dripshop.live/products/maJJUurHz6CgZI1Ue4iHB
2006 POKEMON EX LEGEND MAKER REGICE-HOLO (PSA NM 7),REGICE-HOLO,117682550,POKEMON EX LEGEND MAKER,NM 7,PSA,EX LEGEND MAKER,No,2006,English,$969.45,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/117682550.mp4,https://cdn.dripshop.live/dripnfts/slabs/117682550.jpg,https://www.dripshop.live/products/lhvpcQb55Jc0gLp8iBXCv
2003 POKEMON SKYRIDGE CROBAT-HOLO (PSA EX-MT 6),CROBAT-HOLO,73627929,POKEMON SKYRIDGE,EX-MT 6,PSA,N/A,No,2003,English,$924.60,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/73627929.mp4,https://cdn.dripshop.live/dripnfts/slabs/73627929.jpg,https://www.dripshop.live/products/hgiNbezfqkL9G--FsCLRk
2000 POKEMON ROCKET DARK CHARIZARD-HOLO (PSA NM-MT 8),DARK CHARIZARD-HOLO,116982523,POKEMON ROCKET,NM-MT 8,PSA,1ST EDITION,No,2000,English,$852.15,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/116982523.mp4,https://cdn.dripshop.live/dripnfts/slabs/116982523.jpg,https://www.dripshop.live/products/WDj8lkwEkMDIaeGqtly6s
2010 POKEMON HEARTGOLD & SOULSILVER TRIUMPHANT GENGAR-HOLO (PSA MINT 9),GENGAR-HOLO,109310238,POKEMON HEARTGOLD & SOULSILVER TRIUMPHANT,MINT 9,PSA,TRIUMPHANT,No,2010,English,$845.25,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/109310238.mp4,https://cdn.dripshop.live/dripnfts/slabs/109310238.jpg,https://www.dripshop.live/products/Xk-DMSOCXSukYi5afE8-5
2004 POKEMON EX TEAM ROCKET RETURNS DARK DRAGONITE-HOLO (PSA MINT 9),DARK DRAGONITE-HOLO,116215133,POKEMON EX TEAM ROCKET RETURNS,MINT 9,PSA,TRR-COSMOS-JAMES TD,No,2004,English,$723.35,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/116215133.mp4,https://cdn.dripshop.live/dripnfts/slabs/116215133.jpg,https://www.dripshop.live/products/oyRWhcUQy2OSssu1l6gOv
2019 POKEMON SUN & MOON UNIFIED MINDS UMBREON & DARKRAI GX (PSA GEM MT 10),UMBREON & DARKRAI GX,114366898,POKEMON SUN & MOON UNIFIED MINDS,GEM MT 10,PSA,UNIFIED MINDS,No,2019,English,$627.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/114366898.mp4,https://cdn.dripshop.live/dripnfts/slabs/114366898.jpg,https://www.dripshop.live/products/qC9nvhK3RNn6XJY_Q3VUc
2005 POKEMON EX EMERALD FARFETCH'D-HOLO (PSA GEM MT 10),FARFETCH'D-HOLO,108381871,POKEMON EX EMERALD,GEM MT 10,PSA,EMERALD,No,2005,English,$617.55,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/108381871.mp4,https://cdn.dripshop.live/dripnfts/slabs/108381871.jpg,https://www.dripshop.live/products/7eQV68wGAZyjeyakjYaZh
2002 POKEMON LEGENDARY COLLECTION VENUSAUR-REV.FOIL (PSA NM-MT 8),VENUSAUR-REV.FOIL,117649121,POKEMON LEGENDARY COLLECTION,NM-MT 8,PSA,LEGENDARY COLLECTION,No,2002,English,$611.80,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/117649121.mp4,https://cdn.dripshop.live/dripnfts/slabs/117649121.jpg,https://www.dripshop.live/products/Lb_Ps-KkCcLhzitEP-NE5
2003 POKEMON AQUAPOLIS HOUNDOOM-HOLO (PSA NM-MT 8),HOUNDOOM-HOLO,117649116,POKEMON AQUAPOLIS,NM-MT 8,PSA,N/A,No,2003,English,$596.85,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/117649116.mp4,https://cdn.dripshop.live/dripnfts/slabs/117649116.jpg,https://www.dripshop.live/products/X31cT4I9g139ecBa8X4sk
2010 POKEMON JAPANESE REVIVING LEGENDS UMBREON-HOLO (PSA GEM MT 10),UMBREON-HOLO,73419240,POKEMON JAPANESE REVIVING LEGENDS,GEM MT 10,PSA,REVIVING LEGENDS-1ST ED.,No,2010,Japanese,$564.65,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/73419240.mp4,https://cdn.dripshop.live/dripnfts/slabs/73419240.jpg,https://www.dripshop.live/products/iwvOJPOAHIwVz3E7sVPvR
2019 POKEMON SM BLACK STAR PROMO MLTRS/ZPDS/ARTCN.GX (PSA GEM MT 10),MLTRS/ZPDS/ARTCN.GX,54017909,POKEMON SM BLACK STAR PROMO,GEM MT 10,PSA,HIF ELITE TRAINER BOX-F.A.,No,2019,English,$543.95,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/54017909.mp4,https://cdn.dripshop.live/dripnfts/slabs/54017909.jpg,https://www.dripshop.live/products/MuTVb7K73M-FGr9juRZJX
2019 POKEMON SUN & MOON UNIFIED MINDS ROWLET & ALN.EXGTR.GX (PSA GEM MT 10),ROWLET & ALN.EXGTR.GX,112515004,POKEMON SUN & MOON UNIFIED MINDS,GEM MT 10,PSA,UNIFIED MINDS-FA,No,2019,English,$543.95,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/112515004.mp4,https://cdn.dripshop.live/dripnfts/slabs/112515004.jpg,https://www.dripshop.live/products/H7s4v5ppaiu0JlLweXNUN
1996 POKEMON JAPANESE BASIC GYARADOS-HOLO (PSA GEM MT 10),GYARADOS-HOLO,83261603,POKEMON JAPANESE BASIC,GEM MT 10,PSA,N/A,No,1996,Japanese,$541.65,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/83261603.mp4,https://cdn.dripshop.live/dripnfts/slabs/83261603.jpg,https://www.dripshop.live/products/aJ0lCKMYt0OskB8RriJqW
2019 POKEMON SUN & MOON HIDDEN FATES FA/UMBREON GX (PSA GEM MT 10),FA/UMBREON GX,54017908,POKEMON SUN & MOON HIDDEN FATES,GEM MT 10,PSA,HIDDEN FATES,No,2019,English,$516.35,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/54017908.mp4,https://cdn.dripshop.live/dripnfts/slabs/54017908.jpg,https://www.dripshop.live/products/drK_ABY2bfdz2tl7cH-Ms
2012 POKEMON BLACK & WHITE DRAGONS EXALTED FA/HO-OH EX (PSA MINT 9),FA/HO-OH EX,116215126,POKEMON BLACK & WHITE DRAGONS EXALTED,MINT 9,PSA,DRAGONS EXALTED,No,2012,English,$501.40,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/116215126.mp4,https://cdn.dripshop.live/dripnfts/slabs/116215126.jpg,https://www.dripshop.live/products/inleYCd1MyDlJ0QxkUxe8
2000 POKEMON ROCKET DARK GYARADOS-HOLO (PSA GEM MT 10),DARK GYARADOS-HOLO,108381882,POKEMON ROCKET,GEM MT 10,PSA,PRERELEASE,No,2000,English,$481.85,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/108381882.mp4,https://cdn.dripshop.live/dripnfts/slabs/108381882.jpg,https://www.dripshop.live/products/t8-tCNPbmnTNqwhn_Rbk-
2000 POKEMON GYM CHALLENGE SABRINA'S GENGAR (PSA MINT 9),SABRINA'S GENGAR,101773922,POKEMON GYM CHALLENGE,MINT 9,PSA,1ST EDITION,No,2000,English,$465.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/101773922.mp4,https://cdn.dripshop.live/dripnfts/slabs/101773922.jpg,https://www.dripshop.live/products/FgMaCiTG2w7vvGARUc7ku
1997 POKEMON JAPANESE JUNGLE JOLTEON-HOLO (PSA GEM MT 10),JOLTEON-HOLO,87431292,POKEMON JAPANESE JUNGLE,GEM MT 10,PSA,N/A,No,1997,Japanese,$463.45,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/87431292.mp4,https://cdn.dripshop.live/dripnfts/slabs/87431292.jpg,https://www.dripshop.live/products/KmjgO9q2nMpCglXrj9dy2
2000 POKEMON GYM HEROES ROCKET'S SCYTHER (PSA MINT 9),ROCKET'S SCYTHER,117649126,POKEMON GYM HEROES,MINT 9,PSA,HOLO-1ST EDITION,No,2000,English,$461.15,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/117649126.mp4,https://cdn.dripshop.live/dripnfts/slabs/117649126.jpg,https://www.dripshop.live/products/g-VPUnjn13DgcJv3967Lx
2024 POKEMON SVP EN-SV BLACK STAR PROMO PARADISE RESORT (PSA MINT 9),PARADISE RESORT,101710527,POKEMON SVP EN-SV BLACK STAR PROMO,MINT 9,PSA,WORLD CHAMP '24-STAFF,No,2024,English,$455.40,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/101710527.mp4,https://cdn.dripshop.live/dripnfts/slabs/101710527.jpg,https://www.dripshop.live/products/ZB89Pv-k7Jc6oZr6FQIgQ
2018 POKEMON SUN & MOON ULTRA PRISM FA/CYNTHIA (PSA MINT 9),FA/CYNTHIA,108692279,POKEMON SUN & MOON ULTRA PRISM,MINT 9,PSA,ULTRA PRISM,No,2018,English,$394.45,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/108692279.mp4,https://cdn.dripshop.live/dripnfts/slabs/108692279.jpg,https://www.dripshop.live/products/S0-7-oXz_7kyNkcjbPHgl
2012 POKEMON BLACK & WHITE DRAGONS EXALTED AMPHAROS-HOLO (PSA GEM MT 10),AMPHAROS-HOLO,108381919,POKEMON BLACK & WHITE DRAGONS EXALTED,GEM MT 10,PSA,DRAGONS EXALTED,No,2012,English,$359.95,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/108381919.mp4,https://cdn.dripshop.live/dripnfts/slabs/108381919.jpg,https://www.dripshop.live/products/MozYsbPGAHwS6uv1g4zmK
2011 POKEMON CALL OF LEGENDS HO-OH-HOLO (PSA NM-MT 8),HO-OH-HOLO,117649125,POKEMON CALL OF LEGENDS,NM-MT 8,PSA,CALL OF LEGENDS,No,2011,English,$353.05,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/117649125.mp4,https://cdn.dripshop.live/dripnfts/slabs/117649125.jpg,https://www.dripshop.live/products/mVR1GZxnUUfDAs73dDNB2
2014 POKEMON JAPANESE XY PROMO GRENINJA (PSA GEM MT 10),GRENINJA,110907712,POKEMON JAPANESE XY PROMO,GEM MT 10,PSA,SUMMER VAC. PRINT CAMP.,No,2014,Japanese,$348.45,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/110907712.mp4,https://cdn.dripshop.live/dripnfts/slabs/110907712.jpg,https://www.dripshop.live/products/vbk8uKq9Ly5aEGMM2mxj8
2023 POKEMON MEW EN-151 BLASTOISE ex (PSA GEM MT 10),BLASTOISE ex,102451785,POKEMON MEW EN-151,GEM MT 10,PSA,SPECIAL ILLUSTRATION RARE,No,2023,English,$345.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/102451785.mp4,https://cdn.dripshop.live/dripnfts/slabs/102451785.jpg,https://www.dripshop.live/products/GoDeOpt541zRvZ8tdMPWl
2025 POKEMON PRE EN-PRISMATIC EVOLUTIONS LEAFEON ex (PSA MINT 9),LEAFEON ex,115573710,POKEMON PRE EN-PRISMATIC EVOLUTIONS,MINT 9,PSA,SPECIAL ILLUSTRATION RARE,No,2025,English,$343.85,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/115573710.mp4,https://cdn.dripshop.live/dripnfts/slabs/115573710.jpg,https://www.dripshop.live/products/sL7GrI2ASjnLiLfaeLGRY
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076494,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076494.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076494.jpg,https://www.dripshop.live/products/vkhtrt0ZqugrSTc-aHjkq
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076484,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076484.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076484.jpg,https://www.dripshop.live/products/509jWOztvXjg7LLyW1pIy
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076503,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076503.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076503.jpg,https://www.dripshop.live/products/sF1rB7rvA3B21KftX6hj6
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076531,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076531.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076531.jpg,https://www.dripshop.live/products/RdSsfMFkdPpstzPlrOInA
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076532,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076532.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076532.jpg,https://www.dripshop.live/products/PNXJwFCAUJ4Ipld-Xgy8H
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076477,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076477.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076477.jpg,https://www.dripshop.live/products/Ko_7n-0i-OEH06ewNgO__
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076476,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076476.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076476.jpg,https://www.dripshop.live/products/I30Dxm1dPZ0Tt6GP4NfbG
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076480,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076480.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076480.jpg,https://www.dripshop.live/products/2ijKBIksDnEmeEeIuOIoi
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076500,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076500.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076500.jpg,https://www.dripshop.live/products/CfG58XF33D-2OD9dNESty
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076502,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076502.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076502.jpg,https://www.dripshop.live/products/GMZNoU7Ggiw15eQPDiI_a
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076478,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076478.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076478.jpg,https://www.dripshop.live/products/YMCq9DetSPirhdsa7D2cA
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076491,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076491.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076491.jpg,https://www.dripshop.live/products/oW7L-3KnVXfNqT0UqJQR-
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076483,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076483.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076483.jpg,https://www.dripshop.live/products/0BDnh-9DenhCCD649IG80
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076479,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076479.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076479.jpg,https://www.dripshop.live/products/UrCealMYsnjv4MuSrnLAW
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076490,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076490.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076490.jpg,https://www.dripshop.live/products/b8Zyj0xdi4FHECh-Q5e1K
2023 POKEMON TRADITIONAL CHINESE SV-P PROMO TAIPEI'S PIKACHU (PSA GEM MT 10),TAIPEI'S PIKACHU,85076466,POKEMON TRADITIONAL CHINESE SV-P PROMO,GEM MT 10,PSA,POKEMON CENTER TAIPEI,No,2023,Chinese,$328.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/85076466.mp4,https://cdn.dripshop.live/dripnfts/slabs/85076466.jpg,https://www.dripshop.live/products/buZbtPStxyWq4IHCdlRoW
2016 POKEMON XY BLACK STAR PROMO FA/CHARIZARD EX (PSA MINT 9),FA/CHARIZARD EX,108381858,POKEMON XY BLACK STAR PROMO,MINT 9,PSA,PROMO-RED & BLUE COLL.,No,2016,English,$316.25,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/108381858.mp4,https://cdn.dripshop.live/dripnfts/slabs/108381858.jpg,https://www.dripshop.live/products/jH-GRi8QyQ7-Fq1s7oJU6
2025 POKEMON KOREAN SV-P PROMO UMBREON ex (PSA GEM MT 10),UMBREON ex,113521418,POKEMON KOREAN SV-P PROMO,GEM MT 10,PSA,SV8a PLAYMAT SET,No,2025,English,$305.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/113521418.mp4,https://cdn.dripshop.live/dripnfts/slabs/113521418.jpg,https://www.dripshop.live/products/2EFRfkNp12ixRkK5fwbjk
2025 POKEMON KOREAN SV-P PROMO UMBREON ex (PSA GEM MT 10),UMBREON ex,113521419,POKEMON KOREAN SV-P PROMO,GEM MT 10,PSA,SV8a PLAYMAT SET,No,2025,English,$305.90,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/113521419.mp4,https://cdn.dripshop.live/dripnfts/slabs/113521419.jpg,https://www.dripshop.live/products/OYc1VvamHe2l8lDniQI1u
2023 POKEMON JAPANESE SV2a-POKEMON 151 CHARIZARD ex (PSA GEM MT 10),CHARIZARD ex,96568408,POKEMON JAPANESE SV2a-POKEMON 151,GEM MT 10,PSA,SPECIAL ART RARE,No,2023,Japanese,$304.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/96568408.mp4,https://cdn.dripshop.live/dripnfts/slabs/96568408.jpg,https://www.dripshop.live/products/1893rO_wxkV47b_qDiUdG
