TITLE,PLAYER/CHARACTER,SERIAL NUMBER,SET,GRADE,GRADER,VARIANT,AUTOGRAPH,YEAR,LANGUAGE,PRICE,CATEGORY,OTHER META,MP4 URL,IMAGE URL,URL TO PRODUCT
2019 POKEMON JAPANESE SUN & MOON FULL METAL WALL ACEROLA-HOLO (PSA GEM MT 10),ACEROLA-HOLO,100662946,POKEMON JAPANESE SUN & MOON FULL METAL WALL,GEM MT 10,PSA,FULL METAL WALL,No,2019,Japanese,$103.50,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/100662946.mp4,https://cdn.dripshop.live/dripnfts/slabs/100662946.jpg,https://www.dripshop.live/products/8OwV5_ZOctGJZb_fdqbhW
2021 POKEMON JAPANESE SWORD & SHIELD SINGLE STRIKE MASTER FA/PHOEBE (PSA GEM MT 10),FA/PHOEBE,74657256,POKEMON JAPANESE SWORD & SHIELD SINGLE STRIKE MASTER,GEM MT 10,PSA,SINGLE STRIKE MASTER,No,2021,Japanese,$103.50,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/74657256.mp4,https://cdn.dripshop.live/dripnfts/slabs/74657256.jpg,https://www.dripshop.live/products/bM6rAqFEPIiINSgjFxXxT
2023 POKEMON JAPANESE SV-P PROMO JOLTEON (PSA GEM MT 10),JOLTEON,109339268,POKEMON JAPANESE SV-P PROMO,GEM MT 10,PSA,YU NAGABA X PCG CAMPAIGN,No,2023,Japanese,$103.50,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/109339268.mp4,https://cdn.dripshop.live/dripnfts/slabs/109339268.jpg,https://www.dripshop.live/products/1my4EujqKs5SlIhaLH3hn
2010 POKEMON HEARTGOLD & SOULSILVER PROMO ENTEI-HOLO (PSA NM-MT 8),ENTEI-HOLO,107756757,POKEMON HEARTGOLD & SOULSILVER PROMO,NM-MT 8,PSA,PROMO,No,2010,English,$102.35,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/107756757.mp4,https://cdn.dripshop.live/dripnfts/slabs/107756757.jpg,https://www.dripshop.live/products/la6fSUikTx6MqzGRPKXEN
2000 POKEMON GAME BASE II VENUSAUR-HOLO (PSA NM 7),VENUSAUR-HOLO,71294670,POKEMON GAME BASE II,NM 7,PSA,BASE II,No,2000,English,$102.35,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/71294670.mp4,https://cdn.dripshop.live/dripnfts/slabs/71294670.jpg,https://www.dripshop.live/products/SjxMBwVf3hgG3s3emNMdE
2024 POKEMON JAPANESE SV8a-TERASTAL FEST ex EEVEE ex (PSA GEM MT 10),EEVEE ex,112515005,POKEMON JAPANESE SV8a-TERASTAL FEST ex,GEM MT 10,PSA,SPECIAL ART RARE,No,2024,Japanese,$101.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/112515005.mp4,https://cdn.dripshop.live/dripnfts/slabs/112515005.jpg,https://www.dripshop.live/products/vk0a-3-dtECarJaWc9_q7
2021 POKEMON SWORD & SHIELD CHILLING REIGN FA/BLAZIKEN VMAX (PSA GEM MT 10),FA/BLAZIKEN VMAX,103379817,POKEMON SWORD & SHIELD CHILLING REIGN,GEM MT 10,PSA,CHILLING REIGN-SECRET,No,2021,English,$101.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/103379817.mp4,https://cdn.dripshop.live/dripnfts/slabs/103379817.jpg,https://www.dripshop.live/products/ofIgMemLhBYSlSJizmZ7O
1999 POKEMON GAME RAICHU-HOLO (PSA NM-MT 8),RAICHU-HOLO,82972034,POKEMON GAME,NM-MT 8,PSA,N/A,No,1999,English,$101.20,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/82972034.mp4,https://cdn.dripshop.live/dripnfts/slabs/82972034.jpg,https://www.dripshop.live/products/49yohtCChYrY_o6Q-mhb0
2002 POKEMON JAPANESE WIND FROM THE SEA SEADRA (PSA GEM MT 10),SEADRA,77522605,POKEMON JAPANESE WIND FROM THE SEA,GEM MT 10,PSA,WIND FROM THE SEA,No,2002,Japanese,$97.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/77522605.mp4,https://cdn.dripshop.live/dripnfts/slabs/77522605.jpg,https://www.dripshop.live/products/D8LSniGqG0tyHrHcemRST
2000 POKEMON ROCKET DARK WEEZING-HOLO (PSA NM-MT 8),DARK WEEZING-HOLO,111981403,POKEMON ROCKET,NM-MT 8,PSA,1ST EDITION,No,2000,English,$97.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/111981403.mp4,https://cdn.dripshop.live/dripnfts/slabs/111981403.jpg,https://www.dripshop.live/products/5sfJfrFysDhhYAaaWBlTf
2000 POKEMON GYM CHALLENGE KOGA'S DITTO (PSA MINT 9),KOGA'S DITTO,108381848,POKEMON GYM CHALLENGE,MINT 9,PSA,HOLO,No,2000,English,$97.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/108381848.mp4,https://cdn.dripshop.live/dripnfts/slabs/108381848.jpg,https://www.dripshop.live/products/1HtrOV-pmDn2eyeABnRbm
2023 POKEMON JAPANESE SV-P PROMO GLACEON (PSA GEM MT 10),GLACEON,78557943,POKEMON JAPANESE SV-P PROMO,GEM MT 10,PSA,YU NAGABA X PCG CAMPAIGN,No,2023,Japanese,$97.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/78557943.mp4,https://cdn.dripshop.live/dripnfts/slabs/78557943.jpg,https://www.dripshop.live/products/k9oI2owo7rUtp9gVlq3GF
2023 POKEMON JAPANESE SV-P PROMO GLACEON (PSA GEM MT 10),GLACEON,80416809,POKEMON JAPANESE SV-P PROMO,GEM MT 10,PSA,YU NAGABA X PCG CAMPAIGN,No,2023,Japanese,$97.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/80416809.mp4,https://cdn.dripshop.live/dripnfts/slabs/80416809.jpg,https://www.dripshop.live/products/Dw1eG1QaFj5JMnoZNsrOd
2023 POKEMON JAPANESE SV-P PROMO GLACEON (PSA GEM MT 10),GLACEON,80416756,POKEMON JAPANESE SV-P PROMO,GEM MT 10,PSA,YU NAGABA X PCG CAMPAIGN,No,2023,Japanese,$97.75,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/80416756.mp4,https://cdn.dripshop.live/dripnfts/slabs/80416756.jpg,https://www.dripshop.live/products/YIZKQliQz9ax75wdwGVHY
2025 POKEMON PRE EN-PRISMATIC EVOLUTIONS SYLVEON (PSA GEM MT 10),SYLVEON,111855854,POKEMON PRE EN-PRISMATIC EVOLUTIONS,GEM MT 10,PSA,POKEMON DAY 2025,No,2025,English,$96.60,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/111855854.mp4,https://cdn.dripshop.live/dripnfts/slabs/111855854.jpg,https://www.dripshop.live/products/TOf8GRWfg-coUqb8STfY0
2021 POKEMON SWORD & SHIELD CHILLING REIGN FA/ZERAORA V (PSA MINT 9),FA/ZERAORA V,112147699,POKEMON SWORD & SHIELD CHILLING REIGN,MINT 9,PSA,CHILLING REIGN,No,2021,English,$96.60,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/112147699.mp4,https://cdn.dripshop.live/dripnfts/slabs/112147699.jpg,https://www.dripshop.live/products/hLmuUfikhbdwCviXXu2ie
2000 POKEMON GYM HEROES ROCKET'S HITMONCHAN (PSA MINT 9),ROCKET'S HITMONCHAN,108381850,POKEMON GYM HEROES,MINT 9,PSA,HOLO,No,2000,English,$96.60,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/108381850.mp4,https://cdn.dripshop.live/dripnfts/slabs/108381850.jpg,https://www.dripshop.live/products/Hg9s4w85-vb-9FIFmvOyy
2022 POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE FA/CHARIZARD V (PSA GEM MT 10),FA/CHARIZARD V,76808436,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,GEM MT 10,PSA,VSTAR UNIVERSE,No,2022,Japanese,$94.30,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/76808436.mp4,https://cdn.dripshop.live/dripnfts/slabs/76808436.jpg,https://www.dripshop.live/products/6zQXs7lCgi6vUg--a4Xzp
2004 POKEMON EX FIRE RED & LEAF GREEN CHARMANDER-REV.FOIL (PSA MINT 9),CHARMANDER-REV.FOIL,108381851,POKEMON EX FIRE RED & LEAF GREEN,MINT 9,PSA,FIRE RED & LEAF GREEN,No,2004,English,$94.30,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/108381851.mp4,https://cdn.dripshop.live/dripnfts/slabs/108381851.jpg,https://www.dripshop.live/products/Ftbbee3UTmnG-0uv1xTjD
2016 POKEMON XY FATES COLLIDE FA/M ALAKAZAM EX (PSA NM-MT 8),FA/M ALAKAZAM EX,87602871,POKEMON XY FATES COLLIDE,NM-MT 8,PSA,FATES COLLIDE,No,2016,English,$93.15,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/87602871.mp4,https://cdn.dripshop.live/dripnfts/slabs/87602871.jpg,https://www.dripshop.live/products/w-FKWxHxKjA5tlviKzBfj
2021 POKEMON SWORD & SHIELD EVOLVING SKIES FA/LEAFEON V (PSA NM-MT 8),FA/LEAFEON V,111268787,POKEMON SWORD & SHIELD EVOLVING SKIES,NM-MT 8,PSA,EVOLVING SKIES,No,2021,English,$93.15,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/111268787.mp4,https://cdn.dripshop.live/dripnfts/slabs/111268787.jpg,https://www.dripshop.live/products/7A7WGTHClr5Ilc75mj3NA
2023 POKEMON PAL EN-PALDEA EVOLVED QUAQUAVAL ex (PSA GEM MT 10),QUAQUAVAL ex,108368218,POKEMON PAL EN-PALDEA EVOLVED,GEM MT 10,PSA,SPECIAL ILLUSTRATION RARE,No,2023,English,$93.15,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/108368218.mp4,https://cdn.dripshop.live/dripnfts/slabs/108368218.jpg,https://www.dripshop.live/products/oAs6J17rRPzbtYRTdVsAG
2000 POKEMON GAME BASE II BLASTOISE-HOLO (PSA EX-MT 6),BLASTOISE-HOLO,108368221,POKEMON GAME BASE II,EX-MT 6,PSA,BASE II,No,2000,English,$93.15,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/108368221.mp4,https://cdn.dripshop.live/dripnfts/slabs/108368221.jpg,https://www.dripshop.live/products/OPVRvXICdW10nS4zaAHhn
1996 POKEMON JAPANESE BASIC NIDOKING-HOLO (PSA MINT 9),NIDOKING-HOLO,82972683,POKEMON JAPANESE BASIC,MINT 9,PSA,N/A,No,1996,Japanese,$93.15,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/82972683.mp4,https://cdn.dripshop.live/dripnfts/slabs/82972683.jpg,https://www.dripshop.live/products/oxi0qLlpyvEEo3OakuAtZ
2015 POKEMON JAPANESE XY RAGE OF THE BROKEN HEAVENS RATICATE BREAK (PSA GEM MT 10),RATICATE BREAK,109343512,POKEMON JAPANESE XY RAGE OF THE BROKEN HEAVENS,GEM MT 10,PSA,RAGE/BKN.HEAVENS-1ST ED.,No,2015,Japanese,$93.15,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/109343512.mp4,https://cdn.dripshop.live/dripnfts/slabs/109343512.jpg,https://www.dripshop.live/products/WGViE3HfNKfqSoq3UuQDA
2015 POKEMON JAPANESE XY RAGE OF THE BROKEN HEAVENS RATICATE BREAK (PSA GEM MT 10),RATICATE BREAK,109257256,POKEMON JAPANESE XY RAGE OF THE BROKEN HEAVENS,GEM MT 10,PSA,RAGE/BKN.HEAVENS-1ST ED.,No,2015,Japanese,$93.15,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/109257256.mp4,https://cdn.dripshop.live/dripnfts/slabs/109257256.jpg,https://www.dripshop.live/products/5uPRq3kQItN8QnhWz86Q-
2015 POKEMON JAPANESE XY RAGE OF THE BROKEN HEAVENS RATICATE BREAK (PSA GEM MT 10),RATICATE BREAK,109061856,POKEMON JAPANESE XY RAGE OF THE BROKEN HEAVENS,GEM MT 10,PSA,RAGE/BKN.HEAVENS-1ST ED.,No,2015,Japanese,$93.15,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/109061856.mp4,https://cdn.dripshop.live/dripnfts/slabs/109061856.jpg,https://www.dripshop.live/products/Um3tXE1dxNQPfc1cPzzFF
2000 POKEMON GYM CHALLENGE SABRINA'S PSYDUCK (PSA MINT 9),SABRINA'S PSYDUCK,69062633,POKEMON GYM CHALLENGE,MINT 9,PSA,1ST EDITION,No,2000,English,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/69062633.mp4,https://cdn.dripshop.live/dripnfts/slabs/69062633.jpg,https://www.dripshop.live/products/kzfbjjtJCXsFKRz5civIn
2021 POKEMON KOREAN SWORD & SHIELD EEVEE HEROES FA/LEAFEON V (PSA NM-MT 8),FA/LEAFEON V,80179978,POKEMON KOREAN SWORD & SHIELD EEVEE HEROES,NM-MT 8,PSA,EEVEE HEROES,No,2021,English,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/80179978.mp4,https://cdn.dripshop.live/dripnfts/slabs/80179978.jpg,https://www.dripshop.live/products/urrqAUwmMXzricEDxvVbx
2023 POKEMON OBF EN-OBSIDIAN FLAMES CHARIZARD ex (PSA MINT 9),CHARIZARD ex,83770034,POKEMON OBF EN-OBSIDIAN FLAMES,MINT 9,PSA,SPECIAL ILLUSTRATION RARE,No,2023,English,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/83770034.mp4,https://cdn.dripshop.live/dripnfts/slabs/83770034.jpg,https://www.dripshop.live/products/HDl63DphzQZQ2hRnf7ZJf
2021 POKEMON SWORD & SHIELD EVOLVING SKIES FA/MEDICHAM V (PSA GEM MT 10),FA/MEDICHAM V,112147698,POKEMON SWORD & SHIELD EVOLVING SKIES,GEM MT 10,PSA,EVOLVING SKIES,No,2021,English,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/112147698.mp4,https://cdn.dripshop.live/dripnfts/slabs/112147698.jpg,https://www.dripshop.live/products/imKaGN8CmMK3ioazOgFwC
1999 POKEMON FOSSIL HORSEA (PSA GEM MT 10),HORSEA,116711438,POKEMON FOSSIL,GEM MT 10,PSA,1ST EDITION,No,1999,English,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/116711438.mp4,https://cdn.dripshop.live/dripnfts/slabs/116711438.jpg,https://www.dripshop.live/products/KWFQSDJqhTgE3VYk30UUB
2021 POKEMON SWORD & SHIELD FUSION STRIKE FA/MEW V (PSA MINT 9),FA/MEW V,112147696,POKEMON SWORD & SHIELD FUSION STRIKE,MINT 9,PSA,FUSION STRIKE,No,2021,English,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/112147696.mp4,https://cdn.dripshop.live/dripnfts/slabs/112147696.jpg,https://www.dripshop.live/products/FntLXLrKp4EDthllZEd9a
2004 POKEMON POP SERIES 1 SWAMPERT-HOLO (PSA MINT 9),SWAMPERT-HOLO,91845279,POKEMON POP SERIES 1,MINT 9,PSA,POP SERIES 1,No,2004,English,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/91845279.mp4,https://cdn.dripshop.live/dripnfts/slabs/91845279.jpg,https://www.dripshop.live/products/9MVhPS83K8VxDqirPKAdI
2015 POKEMON JAPANESE XY PROMO BLAZIKEN EX (PSA GEM MT 10),BLAZIKEN EX,109257160,POKEMON JAPANESE XY PROMO,GEM MT 10,PSA,PROMO,No,2015,Japanese,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/109257160.mp4,https://cdn.dripshop.live/dripnfts/slabs/109257160.jpg,https://www.dripshop.live/products/9KWz_jX8E3AYZqdJyZ6rH
2016 POKEMON JAPANESE XY FEVER-BURST FIGHTER PYROAR BREAK (PSA GEM MT 10),PYROAR BREAK,109061840,POKEMON JAPANESE XY FEVER-BURST FIGHTER,GEM MT 10,PSA,FEVER-BURST FTR-1ST ED.,No,2016,Japanese,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/109061840.mp4,https://cdn.dripshop.live/dripnfts/slabs/109061840.jpg,https://www.dripshop.live/products/HUu1Xpkmu7ijh1USXt-dB
2015 POKEMON JAPANESE RAICHU BREAK EVOLUTION PACK RAICHU-HOLO (PSA GEM MT 10),RAICHU-HOLO,109343531,POKEMON JAPANESE RAICHU BREAK EVOLUTION PACK,GEM MT 10,PSA,RAICHU BREAK EVO. PACK,No,2015,Japanese,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/109343531.mp4,https://cdn.dripshop.live/dripnfts/slabs/109343531.jpg,https://www.dripshop.live/products/3j7pUGiuRng2eoZTHmX-X
2019 POKEMON JAPANESE SUN & MOON DETECTIVE PIKACHU GRENINJA GX (PSA GEM MT 10),GRENINJA GX,102216386,POKEMON JAPANESE SUN & MOON DETECTIVE PIKACHU,GEM MT 10,PSA,DETECTIVE PIKACHU,No,2019,Japanese,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/102216386.mp4,https://cdn.dripshop.live/dripnfts/slabs/102216386.jpg,https://www.dripshop.live/products/kO5tUyvhtrpQT7rRDWLFx
2020 POKEMON JAPANESE S PROMO FA/EEVEE VMAX (PSA GEM MT 10),FA/EEVEE VMAX,103371887,POKEMON JAPANESE S PROMO,GEM MT 10,PSA,V S/B WINNER PRIZE,No,2020,Japanese,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/103371887.mp4,https://cdn.dripshop.live/dripnfts/slabs/103371887.jpg,https://www.dripshop.live/products/CNF6sZOubw3lZyjqmq8d_
2021 POKEMON JAPANESE SWORD & SHIELD EEVEE HEROES FA/ESPEON V (PSA GEM MT 10),FA/ESPEON V,101062663,POKEMON JAPANESE SWORD & SHIELD EEVEE HEROES,GEM MT 10,PSA,EEVEE HEROES,No,2021,Japanese,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/101062663.mp4,https://cdn.dripshop.live/dripnfts/slabs/101062663.jpg,https://www.dripshop.live/products/rLCK9JAWZWvweudeHWL2l
2021 POKEMON JAPANESE SWORD & SHIELD EEVEE HEROES FA/ESPEON V (PSA GEM MT 10),FA/ESPEON V,101062670,POKEMON JAPANESE SWORD & SHIELD EEVEE HEROES,GEM MT 10,PSA,EEVEE HEROES,No,2021,Japanese,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/101062670.mp4,https://cdn.dripshop.live/dripnfts/slabs/101062670.jpg,https://www.dripshop.live/products/MNA2UtsJctYSMUq4vhWuD
2021 POKEMON JAPANESE SWORD & SHIELD EEVEE HEROES FA/ESPEON V (PSA GEM MT 10),FA/ESPEON V,72909448,POKEMON JAPANESE SWORD & SHIELD EEVEE HEROES,GEM MT 10,PSA,EEVEE HEROES,No,2021,Japanese,$92.00,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/72909448.mp4,https://cdn.dripshop.live/dripnfts/slabs/72909448.jpg,https://www.dripshop.live/products/b_CyT-L3JtSqft9f3Odzg
1999 POKEMON FOSSIL KABUTO (PSA GEM MT 10),KABUTO,70191854,POKEMON FOSSIL,GEM MT 10,PSA,1ST EDITION,No,1999,English,$90.85,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/70191854.mp4,https://cdn.dripshop.live/dripnfts/slabs/70191854.jpg,https://www.dripshop.live/products/w-RXqRsLeFwi7GWBELvcI
2023 POKEMON MEW EN-151 BLASTOISE ex (PSA MINT 9),BLASTOISE ex,98935498,POKEMON MEW EN-151,MINT 9,PSA,SPECIAL ILLUSTRATION RARE,No,2023,English,$90.85,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/98935498.mp4,https://cdn.dripshop.live/dripnfts/slabs/98935498.jpg,https://www.dripshop.live/products/wuIXJRujQQERNO3Ncy0MI
2023 POKEMON MEW EN-151 BLASTOISE ex (PSA MINT 9),BLASTOISE ex,98935516,POKEMON MEW EN-151,MINT 9,PSA,SPECIAL ILLUSTRATION RARE,No,2023,English,$90.85,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/98935516.mp4,https://cdn.dripshop.live/dripnfts/slabs/98935516.jpg,https://www.dripshop.live/products/f1az7z0H4bUa6ErWHePj-
2023 POKEMON MEW EN-151 BLASTOISE ex (PSA MINT 9),BLASTOISE ex,98935531,POKEMON MEW EN-151,MINT 9,PSA,SPECIAL ILLUSTRATION RARE,No,2023,English,$90.85,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/98935531.mp4,https://cdn.dripshop.live/dripnfts/slabs/98935531.jpg,https://www.dripshop.live/products/iU7nQW_xCqbwvAysz18Z7
2000 POKEMON GYM HEROES BROCK'S RHYDON (PSA MINT 9),BROCK'S RHYDON,111981402,POKEMON GYM HEROES,MINT 9,PSA,HOLO,No,2000,English,$89.70,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/111981402.mp4,https://cdn.dripshop.live/dripnfts/slabs/111981402.jpg,https://www.dripshop.live/products/WMEGwu5RzKQlImWRGB0ya
2005 POKEMON EX DELTA SPECIES CROBAT-REV.FOIL (PSA MINT 9),CROBAT-REV.FOIL,86887072,POKEMON EX DELTA SPECIES,MINT 9,PSA,DELTA SPECIES,No,2005,English,$89.70,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/86887072.mp4,https://cdn.dripshop.live/dripnfts/slabs/86887072.jpg,https://www.dripshop.live/products/df_e4XnmA8p8oN2llMP8V
2004 POKEMON EX FIRE RED & LEAF GREEN GASTLY-REV.FOIL (PSA MINT 9),GASTLY-REV.FOIL,108381859,POKEMON EX FIRE RED & LEAF GREEN,MINT 9,PSA,FIRE RED & LEAF GREEN,No,2004,English,$89.70,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/108381859.mp4,https://cdn.dripshop.live/dripnfts/slabs/108381859.jpg,https://www.dripshop.live/products/tn6FaCyMKaJyfMOxiFBoc
2023 Pokemon Scarlet & Violet Erika's Invitation (CGC GEM MINT 10),Erika's Invitation,4306760001,Pokemon Scarlet & Violet,GEM MINT 10,CGC,Special Art Rare,No,2023,English,$89.36,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/4306760001.mp4,https://cdn.dripshop.live/dripnfts/slabs/4306760001.jpg,https://www.dripshop.live/products/cKLfNV7BBF4LUwI6kfsoH
2024 POKEMON PAF EN-PALDEAN FATES GARDEVOIR ex (PSA MINT 9),GARDEVOIR ex,97537364,POKEMON PAF EN-PALDEAN FATES,MINT 9,PSA,SPECIAL ILLUSTRATION RARE,No,2024,English,$88.55,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/97537364.mp4,https://cdn.dripshop.live/dripnfts/slabs/97537364.jpg,https://www.dripshop.live/products/6lAOvHEz3G6pkW0Cn55tQ
2023 POKEMON JAPANESE SV2a-POKEMON 151 VENUSAUR ex (PSA MINT 9),VENUSAUR ex,88101593,POKEMON JAPANESE SV2a-POKEMON 151,MINT 9,PSA,SPECIAL ART RARE,No,2023,Japanese,$87.40,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/88101593.mp4,https://cdn.dripshop.live/dripnfts/slabs/88101593.jpg,https://www.dripshop.live/products/3EMmEjgu3KZGG9k5_J_of
1999 POKEMON GAME VENUSAUR-HOLO (PSA VG-EX 4),VENUSAUR-HOLO,114537251,POKEMON GAME,VG-EX 4,PSA,N/A,No,1999,English,$87.40,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/114537251.mp4,https://cdn.dripshop.live/dripnfts/slabs/114537251.jpg,https://www.dripshop.live/products/HMFoOxfLENYN0Bj_dO4n6
2022 POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE FA/ELESA'S SPARKLE (PSA GEM MT 10),FA/ELESA'S SPARKLE,80043493,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,GEM MT 10,PSA,VSTAR UNIVERSE,No,2022,Japanese,$87.40,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/80043493.mp4,https://cdn.dripshop.live/dripnfts/slabs/80043493.jpg,https://www.dripshop.live/products/8qliQiYGm76_hrdBQZfi6
2021 Pokemon Pikachu & Zekrom GX Premium Collection Pikachu & Zekrom GX (CGC GEM MINT 10),Pikachu & Zekrom GX,3980409083,Pokemon Pikachu & Zekrom GX Premium Collection,GEM MINT 10,CGC,Pikachu & Zekrom GX Premium Collection,No,2021,English,$86.94,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/3980409083.mp4,https://cdn.dripshop.live/dripnfts/slabs/3980409083.jpg,https://www.dripshop.live/products/VO1UJ25rkcWd0itbOOtH4
2023 POKEMON MEW EN-151 VENUSAUR ex (PSA MINT 9),VENUSAUR ex,96945229,POKEMON MEW EN-151,MINT 9,PSA,SPECIAL ILLUSTRATION RARE,No,2023,English,$86.25,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/96945229.mp4,https://cdn.dripshop.live/dripnfts/slabs/96945229.jpg,https://www.dripshop.live/products/0S3nY1S4SerwnJm1Lkzik
2023 POKEMON SWORD AND SHIELD CROWN ZENITH FA/LUMINEON V (PSA GEM MT 10),FA/LUMINEON V,111855848,POKEMON SWORD AND SHIELD CROWN ZENITH,GEM MT 10,PSA,CROWN ZENITH,No,2023,English,$86.25,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/111855848.mp4,https://cdn.dripshop.live/dripnfts/slabs/111855848.jpg,https://www.dripshop.live/products/U2D9fmPsPp0VmW_wbx3f5
1999 POKEMON FOSSIL AERODACTYL-HOLO (PSA NM-MT 8),AERODACTYL-HOLO,75766321,POKEMON FOSSIL,NM-MT 8,PSA,1ST EDITION,No,1999,English,$86.25,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/75766321.mp4,https://cdn.dripshop.live/dripnfts/slabs/75766321.jpg,https://www.dripshop.live/products/ZBmbM6tGw1qjEj6uHDVJ1
2016 POKEMON XY EVOLUTIONS MISTY'S DETERMINATION (PSA MINT 9),MISTY'S DETERMINATION,115494293,POKEMON XY EVOLUTIONS,MINT 9,PSA,EVOLUTIONS-FA,No,2016,English,$86.25,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/115494293.mp4,https://cdn.dripshop.live/dripnfts/slabs/115494293.jpg,https://www.dripshop.live/products/18WQHvjBVWegiwxQVUcEa
2003 POKEMON SKYRIDGE RAICHU-REV.FOIL (PSA NM-MT 8),RAICHU-REV.FOIL,108381907,POKEMON SKYRIDGE,NM-MT 8,PSA,N/A,No,2003,English,$86.25,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/108381907.mp4,https://cdn.dripshop.live/dripnfts/slabs/108381907.jpg,https://www.dripshop.live/products/0Dm4kuRpIBMt7jBlo_O71
2016 POKEMON JAPANESE MYTHICAL & LEGENDARY DREAM SHINE COLLECTION MOLTRES-HOLO (PSA GEM MT 10),MOLTRES-HOLO,109343619,POKEMON JAPANESE MYTHICAL & LEGENDARY DREAM SHINE COLLECTION,GEM MT 10,PSA,MYTH. & LEG. DRM.SHN.COLL.,No,2016,Japanese,$86.25,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/109343619.mp4,https://cdn.dripshop.live/dripnfts/slabs/109343619.jpg,https://www.dripshop.live/products/4-XnwNDeO45FyDnBtKocd
2017 POKEMON JAPANESE SUN & MOON GX BATTLE BOOST HO-OH GX (PSA GEM MT 10),HO-OH GX,109061859,POKEMON JAPANESE SUN & MOON GX BATTLE BOOST,GEM MT 10,PSA,GX BATTLE BOOST,No,2017,Japanese,$86.25,Pokemon,,https://cdn.dripshop.live/dripnfts/slabs/109061859.mp4,https://cdn.dripshop.live/dripnfts/slabs/109061859.jpg,https://www.dripshop.live/products/FkTNHXWJfosVgPLWYbYKL
